index,year,month,sector,hydroelectric_power,geothermal_energy,solar_energy,wind_energy,biomass_energy,total_renewable_energy
984,1989,5,Residential,0,0.425,5.05,0,0,83.611
985,1989,5,Transportation,0,0,0,0,5.783,5.783
986,1989,6,Commerical,0.022,0.205,0.005,0,8.181,8.413
987,1989,6,Electric Power,0,4.219,0.074,0.534,18.291,112.802
988,1989,6,Industrial,0.907,0.148,0.001,0,140.763,141.819
989,1989,6,Residential,0,0.411,5.095,0,0,81.123
990,1989,6,Transportation,0,0,0,0,5.597,5.597
991,1989,7,Commerical,0.019,0.212,0.005,0,8.757,8.994
992,1989,7,Electric Power,0,4.279,0.121,0.485,20.895,104.34
993,1989,7,Industrial,0.794,0.153,0.001,0,147.745,148.693
994,1989,7,Residential,0,0.425,5.349,0,0,83.91
995,1989,7,Transportation,0,0,0,0,5.783,5.783
996,1989,8,Commerical,0.017,0.212,0.005,0,8.67,8.905
997,1989,8,Electric Power,0,4.129,0.089,0.352,21.801,96.322
998,1989,8,Industrial,0.707,0.153,0.001,0,162.594,163.455
999,1989,8,Residential,0,0.425,5.293,0,0,83.855
1000,1989,8,Transportation,0,0,0,0,5.783,5.783
1001,1989,9,Commerical,0.016,0.205,0.005,0,8.708,8.934
1002,1989,9,Electric Power,0,3.845,0.107,0.956,22.483,92.949
1003,1989,9,Industrial,0.663,0.148,0.001,0,152.407,153.219
1004,1989,9,Residential,0,0.411,4.828,0,0,80.855
1005,1989,9,Transportation,0,0,0,0,5.597,5.597
1006,1989,10,Commerical,0.017,0.212,0.004,0,9.022,9.255
1007,1989,10,Electric Power,0,4.045,0.096,0.599,23.603,97.907
1008,1989,10,Industrial,0.703,0.153,0.001,0,159.917,160.774
1009,1989,10,Residential,0,0.425,4.4,0,0,82.962
1010,1989,10,Transportation,0,0,0,0,5.783,5.783
1011,1989,11,Commerical,0.018,0.205,0.003,0,8.831,9.058
1012,1989,11,Electric Power,0,3.859,0.084,0.419,24.174,101.947
1013,1989,11,Industrial,0.742,0.148,0.001,0,162.601,163.492
1014,1989,11,Residential,0,0.411,3.609,0,0,79.637
1015,1989,11,Transportation,0,0,0,0,5.597,5.597
1016,1989,12,Commerical,0.018,0.212,0.003,0,8.745,8.979
1017,1989,12,Electric Power,0,4.158,0.035,0.219,22.673,102.705
1018,1989,12,Industrial,0.765,0.153,0.001,0,167.182,168.1
1019,1989,12,Residential,0,0.425,3.426,0,0,81.988
1020,1989,12,Transportation,0,0,0,0,5.783,5.783
1021,1990,1,Commerical,0.039,0.238,0.003,0,7.906,8.186
1022,1990,1,Electric Power,0,4.648,0.051,1.028,26.831,114.754
1023,1990,1,Industrial,0.844,0.161,0.001,0,147.562,148.568
1024,1990,1,Residential,0,0.467,2.96,0,0,52.688
1025,1990,1,Transportation,0,0,0,0,5.132,5.132
1026,1990,2,Commerical,0.04,0.215,0.003,0,7.211,7.469
1027,1990,2,Electric Power,0,4.25,0.061,0.789,25.796,116.103
1028,1990,2,Industrial,0.875,0.146,0.001,0,144.131,145.152
1029,1990,2,Residential,0,0.422,3.191,0,0,48.106
1030,1990,2,Transportation,0,0,0,0,4.635,4.635
1031,1990,3,Commerical,0.046,0.238,0.004,0,8.069,8.357
1032,1990,3,Electric Power,0,4.674,0.087,0.837,28.488,131.877
1033,1990,3,Industrial,1.004,0.161,0.001,0,153.3,154.466
1034,1990,3,Residential,0,0.467,4.397,0,0,54.124
1035,1990,3,Transportation,0,0,0,0,5.132,5.132
1036,1990,4,Commerical,0.043,0.23,0.005,0,7.721,7.999
1037,1990,4,Electric Power,0,3.687,0.095,1.434,26.708,121.551
1038,1990,4,Industrial,0.92,0.156,0.001,0,145.574,146.651
1039,1990,4,Residential,0,0.452,4.846,0,0,52.969
1040,1990,4,Transportation,0,0,0,0,4.966,4.966
1041,1990,5,Commerical,0.045,0.238,0.005,0,7.863,8.152
1042,1990,5,Electric Power,0,4.354,0.159,1.195,24.125,124.569
1043,1990,5,Industrial,0.973,0.161,0.001,0,123.727,124.862
1044,1990,5,Residential,0,0.467,5.349,0,0,55.077
1045,1990,5,Transportation,0,0,0,0,5.132,5.132
1046,1990,6,Commerical,0.046,0.23,0.005,0,7.748,8.03
1047,1990,6,Electric Power,0,4.53,0.129,1.387,21.879,125.322
1048,1990,6,Industrial,1,0.156,0.001,0,96.28,97.438
1049,1990,6,Residential,0,0.452,5.398,0,0,53.521
1050,1990,6,Transportation,0,0,0,0,4.966,4.966
1051,1990,7,Commerical,0.04,0.238,0.006,0,7.858,8.141
1052,1990,7,Electric Power,0,4.564,0.159,0.406,24.976,113.698
1053,1990,7,Industrial,0.858,0.161,0.001,0,132.487,133.508
1054,1990,7,Residential,0,0.467,5.666,0,0,55.394
1055,1990,7,Transportation,0,0,0,0,5.132,5.132
1056,1990,8,Commerical,0.036,0.238,0.006,0,8.018,8.297
1057,1990,8,Electric Power,0,4.502,0.167,0.239,28.317,107.982
1058,1990,8,Industrial,0.768,0.161,0.001,0,154.905,155.835
1059,1990,8,Residential,0,0.467,5.607,0,0,55.335
1060,1990,8,Transportation,0,0,0,0,5.132,5.132
1061,1990,9,Commerical,0.029,0.23,0.005,0,7.877,8.141
1062,1990,9,Electric Power,0,4.234,0.107,0.311,28.306,93.727
1063,1990,9,Industrial,0.624,0.156,0.001,0,151.112,151.893
1064,1990,9,Residential,0,0.452,5.114,0,0,53.238
1065,1990,9,Transportation,0,0,0,0,4.966,4.966
1066,1990,10,Commerical,0.031,0.238,0.005,0,8.09,8.364
1067,1990,10,Electric Power,0,4.439,0.115,0.693,27.8,98.995
1068,1990,10,Industrial,0.677,0.161,0.001,0,145.155,145.995
1069,1990,10,Residential,0,0.467,4.661,0,0,54.389
1070,1990,10,Transportation,0,0,0,0,5.132,5.132
1071,1990,11,Commerical,0.034,0.23,0.004,0,7.715,7.983
1072,1990,11,Electric Power,0,4.253,0.056,0.789,25.532,101.729
1073,1990,11,Industrial,0.73,0.156,0.001,0,134.371,135.258
1074,1990,11,Residential,0,0.452,3.823,0,0,51.947
1075,1990,11,Transportation,0,0,0,0,4.966,4.966
1076,1990,12,Commerical,0.041,0.238,0.004,0,7.922,8.204
1077,1990,12,Electric Power,0,4.527,0.066,0.406,27.748,118.269
1078,1990,12,Industrial,0.878,0.161,0.001,0,155.582,156.623
1079,1990,12,Residential,0,0.467,3.629,0,0,53.357
1080,1990,12,Transportation,0,0,0,0,5.132,5.132
1081,1991,1,Commerical,0.042,0.255,0.003,0,8.116,8.415
1082,1991,1,Electric Power,0,4.744,0.068,0.212,33.261,129.073
1083,1991,1,Industrial,0.903,0.178,0.001,0,170.393,171.475
1084,1991,1,Residential,0,0.501,3.053,0,0,55.362
1085,1991,1,Transportation,0,0,0,0,5.953,5.953
1086,1991,2,Commerical,0.036,0.23,0.004,0,7.247,7.517
1087,1991,2,Electric Power,0,4.137,0.073,0.989,25.849,108.877
1088,1991,2,Industrial,0.774,0.161,0.001,0,119.267,120.203
1089,1991,2,Residential,0,0.453,3.291,0,0,50.538
1090,1991,2,Transportation,0,0,0,0,5.377,5.377
1091,1991,3,Commerical,0.042,0.255,0.005,0,8.093,8.394
1092,1991,3,Electric Power,0,4.724,0.021,0.707,28.04,124.924
1093,1991,3,Industrial,0.909,0.178,0.001,0,120.48,121.568
1094,1991,3,Residential,0,0.501,4.534,0,0,56.844
1095,1991,3,Transportation,0,0,0,0,5.953,5.953
1096,1991,4,Commerical,0.042,0.247,0.005,0,7.901,8.195
1097,1991,4,Electric Power,0,4.24,0.022,0.813,26.112,122.114
1098,1991,4,Industrial,0.904,0.173,0.001,0,100.541,101.619
1099,1991,4,Residential,0,0.485,4.998,0,0,55.619
1100,1991,4,Transportation,0,0,0,0,5.761,5.761
1101,1991,5,Commerical,0.046,0.255,0.006,0,8.232,8.539
1102,1991,5,Electric Power,0,4.336,0.214,1.237,28.391,134.431
1103,1991,5,Industrial,0.997,0.178,0.001,0,112.193,113.37
1104,1991,5,Residential,0,0.501,5.517,0,0,57.826
1105,1991,5,Transportation,0,0,0,0,5.953,5.953
1106,1991,6,Commerical,0.042,0.247,0.006,0,7.915,8.209
1107,1991,6,Electric Power,0,4.624,0.229,0.53,27.977,124.269
1108,1991,6,Industrial,0.904,0.173,0.001,0,117.93,119.008
1109,1991,6,Residential,0,0.485,5.567,0,0,56.189
1110,1991,6,Transportation,0,0,0,0,5.761,5.761
1111,1991,7,Commerical,0.039,0.255,0.006,0,7.933,8.234
1112,1991,7,Electric Power,0,4.622,0.281,0.53,26.428,117.949
1113,1991,7,Industrial,0.856,0.178,0.001,0,117.932,118.968
1114,1991,7,Residential,0,0.501,5.844,0,0,58.153
1115,1991,7,Transportation,0,0,0,0,5.953,5.953
1116,1991,8,Commerical,0.035,0.255,0.006,0,8.189,8.486
1117,1991,8,Electric Power,0,4.575,0.244,0.777,32.113,114.567
1118,1991,8,Industrial,0.764,0.178,0.001,0,152.771,153.714
1119,1991,8,Residential,0,0.501,5.783,0,0,58.093
1120,1991,8,Transportation,0,0,0,0,5.953,5.953
1121,1991,9,Commerical,0.03,0.247,0.006,0,7.925,8.208
1122,1991,9,Electric Power,0,4.291,0.205,0.707,33.366,103.887
1123,1991,9,Industrial,0.649,0.173,0.001,0,170.546,171.369
1124,1991,9,Residential,0,0.485,5.275,0,0,55.897
1125,1991,9,Transportation,0,0,0,0,5.761,5.761
1126,1991,10,Commerical,0.029,0.255,0.005,0,7.857,8.146
1127,1991,10,Electric Power,0,4.531,0.122,1.448,29.451,98.099
1128,1991,10,Industrial,0.622,0.178,0.001,0,154.338,155.139
1129,1991,10,Residential,0,0.501,4.807,0,0,57.117
1130,1991,10,Transportation,0,0,0,0,5.953,5.953
1131,1991,11,Commerical,0.03,0.247,0.004,0,7.93,8.211
1132,1991,11,Electric Power,0,4.743,0.086,1.448,31.005,102.687
1133,1991,11,Industrial,0.65,0.173,0.001,0,146.708,147.532
1134,1991,11,Residential,0,0.485,3.943,0,0,54.565
1135,1991,11,Transportation,0,0,0,0,5.761,5.761
1136,1991,12,Commerical,0.036,0.255,0.004,0,8.027,8.322
1137,1991,12,Electric Power,0,4.911,0.044,0.671,32.359,115.527
1138,1991,12,Industrial,0.771,0.178,0.001,0,168.885,169.836
1139,1991,12,Residential,0,0.501,3.743,0,0,56.052
1140,1991,12,Transportation,0,0,0,0,5.953,5.953
1141,1992,1,Commerical,0.038,0.271,0.004,0,9.091,9.403
1142,1992,1,Electric Power,0,4.828,0.03,0.512,38.507,120.775
1143,1992,1,Industrial,0.907,0.186,0.001,0,170.638,171.732
1144,1992,1,Residential,0,0.542,3.162,0,0,57.912
1145,1992,1,Transportation,0,0,0,0,6.754,6.754
1146,1992,2,Commerical,0.031,0.254,0.004,0,8.54,8.829
1147,1992,2,Electric Power,0,4.253,0.038,1.759,33.307,103.243
1148,1992,2,Industrial,0.754,0.174,0.001,0,131.592,132.521
1149,1992,2,Residential,0,0.507,3.409,0,0,54.626
1150,1992,2,Transportation,0,0,0,0,6.319,6.319
1151,1992,3,Commerical,0.038,0.271,0.005,0,8.773,9.088
1152,1992,3,Electric Power,0,4.843,0.048,1.12,30.646,114.113
1153,1992,3,Industrial,0.914,0.186,0.001,0,120.796,121.898
1154,1992,3,Residential,0,0.542,4.697,0,0,59.446
1155,1992,3,Transportation,0,0,0,0,6.754,6.754
1156,1992,4,Commerical,0.034,0.262,0.006,0,8.268,8.57
1157,1992,4,Electric Power,0,4.384,0.1,1.088,27.706,102.605
1158,1992,4,Industrial,0.818,0.18,0.001,0,115.202,116.202
1159,1992,4,Residential,0,0.525,5.176,0,0,58.16
1160,1992,4,Transportation,0,0,0,0,6.537,6.537
1161,1992,5,Commerical,0.039,0.271,0.007,0,8.959,9.275
1162,1992,5,Electric Power,0,4.642,0.16,0.32,29,113.131
1163,1992,5,Industrial,0.932,0.186,0.001,0,91.616,92.736
1164,1992,5,Residential,0,0.542,5.715,0,0,60.464
1165,1992,5,Transportation,0,0,0,0,6.754,6.754
1166,1992,6,Commerical,0.039,0.262,0.007,0,8.719,9.027
1167,1992,6,Electric Power,0,4.589,0.157,0.256,32.919,117.758
1168,1992,6,Industrial,0.942,0.18,0.001,0,130.351,131.475
1169,1992,6,Residential,0,0.525,5.766,0,0,58.75
1170,1992,6,Transportation,0,0,0,0,6.537,6.537
1171,1992,7,Commerical,0.034,0.271,0.007,0,9.042,9.354
1172,1992,7,Electric Power,0,4.655,0.212,0.256,35.353,110.288
1173,1992,7,Industrial,0.824,0.186,0.002,0,144.794,145.805
1174,1992,7,Residential,0,0.542,6.053,0,0,60.803
1175,1992,7,Transportation,0,0,0,0,6.754,6.754
1176,1992,8,Commerical,0.032,0.271,0.007,0,9.022,9.332
1177,1992,8,Electric Power,0,4.69,0.206,0.48,37.1,107.155
1178,1992,8,Industrial,0.763,0.186,0.002,0,162.578,163.529
1179,1992,8,Residential,0,0.542,5.99,0,0,60.74
1180,1992,8,Transportation,0,0,0,0,6.754,6.754
1181,1992,9,Commerical,0.029,0.262,0.006,0,8.747,9.045
1182,1992,9,Electric Power,0,4.359,0.157,1.088,35.104,100.447
1183,1992,9,Industrial,0.705,0.18,0.001,0,148.665,149.551
1184,1992,9,Residential,0,0.525,5.463,0,0,58.447
1185,1992,9,Transportation,0,0,0,0,6.537,6.537
1186,1992,10,Commerical,0.029,0.271,0.006,0,8.742,9.048
1187,1992,10,Electric Power,0,4.6,0.128,0.832,35.102,99.415
1188,1992,10,Industrial,0.693,0.186,0.001,0,164.739,165.62
1189,1992,10,Residential,0,0.542,4.979,0,0,59.729
1190,1992,10,Transportation,0,0,0,0,6.754,6.754
1191,1992,11,Commerical,0.034,0.262,0.005,0,7.979,8.28
1192,1992,11,Electric Power,0,4.587,0.097,0.96,30.905,105.663
1193,1992,11,Industrial,0.815,0.18,0.001,0,166.503,167.5
1194,1992,11,Residential,0,0.525,4.085,0,0,57.068
1195,1992,11,Transportation,0,0,0,0,6.537,6.537
1196,1992,12,Commerical,0.041,0.271,0.004,0,9.06,9.377
1197,1992,12,Electric Power,0,4.633,0.031,1.184,36.808,127.196
1198,1992,12,Industrial,0.997,0.186,0.001,0,157.061,158.246
1199,1992,12,Residential,0,0.542,3.877,0,0,58.627
1200,1992,12,Transportation,0,0,0,0,6.754,6.754
1201,1993,1,Commerical,0.032,0.289,0.004,0,9.877,10.202
1202,1993,1,Electric Power,0,4.923,0.032,0.844,42.161,135.892
1203,1993,1,Industrial,0.91,0.204,0.001,0,167.341,168.455
1204,1993,1,Residential,0,0.578,3.251,0,0,50.541
1205,1993,1,Transportation,0,0,0,0,7.396,7.396
1206,1993,2,Commerical,0.026,0.261,0.004,0,8.479,8.77
1207,1993,2,Electric Power,0,4.786,0.061,0.169,34.407,110.393
1208,1993,2,Industrial,0.734,0.184,0.001,0,148.91,149.829
1209,1993,2,Residential,0,0.522,3.505,0,0,46.218
1210,1993,2,Transportation,0,0,0,0,7.368,7.368
1211,1993,3,Commerical,0.03,0.289,0.006,0,9.794,10.118
1212,1993,3,Electric Power,0,4.987,0.118,1.773,40.412,130.269
1213,1993,3,Industrial,0.858,0.204,0.001,0,158.063,159.126
1214,1993,3,Residential,0,0.578,4.829,0,0,52.119
1215,1993,3,Transportation,0,0,0,0,8.445,8.445
1216,1993,4,Commerical,0.032,0.279,0.007,0,8.65,8.968
1217,1993,4,Electric Power,0,4.949,0.185,1.266,30.566,126.982
1218,1993,4,Industrial,0.931,0.197,0.001,0,134.546,135.676
1219,1993,4,Residential,0,0.559,5.322,0,0,51.086
1220,1993,4,Transportation,0,0,0,0,7.119,7.119
1221,1993,5,Commerical,0.037,0.289,0.007,0,9.179,9.513
1222,1993,5,Electric Power,0,4.402,0.169,1.266,29.282,138.753
1223,1993,5,Industrial,1.072,0.204,0.002,0,102.806,104.083
1224,1993,5,Residential,0,0.578,5.875,0,0,53.165
1225,1993,5,Transportation,0,0,0,0,7.03,7.03
1226,1993,6,Commerical,0.034,0.279,0.007,0,9.027,9.348
1227,1993,6,Electric Power,0,4.435,0.121,0.295,30.121,129.146
1228,1993,6,Industrial,0.974,0.197,0.002,0,105.323,106.496
1229,1993,6,Residential,0,0.559,5.928,0,0,51.692
1230,1993,6,Transportation,0,0,0,0,7.286,7.286
1231,1993,7,Commerical,0.03,0.289,0.008,0,9.133,9.46
1232,1993,7,Electric Power,0,4.869,0.213,0.464,30.751,119.764
1233,1993,7,Industrial,0.863,0.204,0.002,0,118.411,119.48
1234,1993,7,Residential,0,0.578,6.223,0,0,53.513
1235,1993,7,Transportation,0,0,0,0,7.509,7.509
1236,1993,8,Commerical,0.025,0.289,0.008,0,8.746,9.068
1237,1993,8,Electric Power,0,4.944,0.233,0.253,33.45,109.709
1238,1993,8,Industrial,0.733,0.204,0.002,0,166.697,167.635
1239,1993,8,Residential,0,0.578,6.159,0,0,53.448
1240,1993,8,Transportation,0,0,0,0,5.902,5.902
1241,1993,9,Commerical,0.022,0.279,0.007,0,9.035,9.344
1242,1993,9,Electric Power,0,4.767,0.193,0.464,35.762,102.772
1243,1993,9,Industrial,0.637,0.197,0.002,0,153.229,154.065
1244,1993,9,Residential,0,0.559,5.617,0,0,51.381
1245,1993,9,Transportation,0,0,0,0,7.854,7.854
1246,1993,10,Commerical,0.022,0.289,0.006,0,9.21,9.527
1247,1993,10,Electric Power,0,4.726,0.116,0.971,35.844,103.087
1248,1993,10,Industrial,0.635,0.204,0.001,0,157.598,158.439
1249,1993,10,Residential,0,0.578,5.119,0,0,52.409
1250,1993,10,Transportation,0,0,0,0,8.175,8.175
1251,1993,11,Commerical,0.023,0.279,0.005,0,8.841,9.148
1252,1993,11,Electric Power,0,4.679,0.091,1.562,35.423,105.799
1253,1993,11,Industrial,0.662,0.197,0.001,0,164.439,165.3
1254,1993,11,Residential,0,0.559,4.199,0,0,49.964
1255,1993,11,Transportation,0,0,0,0,9.921,9.921
1256,1993,12,Commerical,0.027,0.289,0.005,0,9.214,9.535
1257,1993,12,Electric Power,0,4.816,0.047,0.929,36.44,118.081
1258,1993,12,Industrial,0.785,0.204,0.001,0,163.346,164.335
1259,1993,12,Residential,0,0.578,3.986,0,0,51.276
1260,1993,12,Transportation,0,0,0,0,9.655,9.655
1261,1994,1,Commerical,0.026,0.357,0.005,0,8.451,8.838
1262,1994,1,Electric Power,0,4.82,0.087,0,37.718,113.686
1263,1994,1,Industrial,1.686,0.238,0.001,0,207.151,209.076
1264,1994,1,Residential,0,0.527,3.34,0,0,48.031
1265,1994,1,Transportation,0,0,0,0,10.16,10.16
1266,1994,2,Commerical,0.025,0.322,0.005,0,7.956,8.308
1267,1994,2,Electric Power,0,4.384,0.074,0.343,33.21,106.108
1268,1994,2,Industrial,1.616,0.215,0.001,0,156.16,157.992
1269,1994,2,Residential,0,0.476,3.6,0,0,43.966
1270,1994,2,Transportation,0,0,0,0,7.98,7.98
1271,1994,3,Commerical,0.029,0.357,0.007,0,8.976,9.368
1272,1994,3,Electric Power,0,4.416,0.169,1.865,36.869,121.933
1273,1994,3,Industrial,1.866,0.238,0.001,0,162.667,164.772
1274,1994,3,Residential,0,0.527,4.96,0,0,49.651
1275,1994,3,Transportation,0,0,0,0,9.073,9.073
1276,1994,4,Commerical,0.03,0.345,0.007,0,8.469,8.852
1277,1994,4,Electric Power,0,4.523,0.164,1.408,32.602,120.978
1278,1994,4,Industrial,1.953,0.23,0.002,0,144.825,147.009
1279,1994,4,Residential,0,0.51,5.467,0,0,48.716
1280,1994,4,Transportation,0,0,0,0,8.062,8.062
1281,1994,5,Commerical,0.032,0.357,0.008,0,9.22,9.616
1282,1994,5,Electric Power,0,4.439,0.171,1.256,32.598,124.738
1283,1994,5,Industrial,2.047,0.238,0.002,0,108.081,110.368
1284,1994,5,Residential,0,0.527,6.035,0,0,50.726
1285,1994,5,Transportation,0,0,0,0,8.254,8.254
1286,1994,6,Commerical,0.03,0.345,0.008,0,8.968,9.352
1287,1994,6,Electric Power,0,3.988,0.193,1.256,33.959,122.731
1288,1994,6,Industrial,1.978,0.23,0.002,0,122.131,124.341
1289,1994,6,Residential,0,0.51,6.09,0,0,49.339
1290,1994,6,Transportation,0,0,0,0,7.341,7.341
1291,1994,7,Commerical,0.028,0.357,0.009,0,9.025,9.418
1292,1994,7,Electric Power,0,4.225,0.181,0.647,38.692,121.582
1293,1994,7,Industrial,1.847,0.238,0.002,0,174.421,176.508
1294,1994,7,Residential,0,0.527,6.393,0,0,51.084
1295,1994,7,Transportation,0,0,0,0,7.816,7.816
1296,1994,8,Commerical,0.025,0.357,0.009,0,8.962,9.352
1297,1994,8,Electric Power,0,4.656,0.134,0.457,35.825,108.7
1298,1994,8,Industrial,1.605,0.238,0.002,0,154.177,156.022
1299,1994,8,Residential,0,0.527,6.326,0,0,51.017
1300,1994,8,Transportation,0,0,0,0,8.691,8.691
1301,1994,9,Commerical,0.02,0.345,0.008,0,8.535,8.908
1302,1994,9,Electric Power,0,4.305,0.169,1.066,32.927,93.698
1303,1994,9,Industrial,1.311,0.23,0.002,0,144.834,146.376
1304,1994,9,Residential,0,0.51,5.77,0,0,49.019
1305,1994,9,Transportation,0,0,0,0,6.918,6.918
1306,1994,10,Commerical,0.021,0.357,0.007,0,9.266,9.651
1307,1994,10,Electric Power,0,4.417,0.19,1.218,39.925,104.1
1308,1994,10,Industrial,1.385,0.238,0.002,0,169.299,170.923
1309,1994,10,Residential,0,0.527,5.259,0,0,49.95
1310,1994,10,Transportation,0,0,0,0,10.447,10.447
1311,1994,11,Commerical,0.023,0.345,0.006,0,9.007,9.381
1312,1994,11,Electric Power,0,4.369,0.094,1.675,38.559,108.484
1313,1994,11,Industrial,1.514,0.23,0.001,0,161.245,162.991
1314,1994,11,Residential,0,0.51,4.314,0,0,47.563
1315,1994,11,Transportation,0,0,0,0,9.538,9.538
1316,1994,12,Commerical,0.027,0.357,0.006,0,9.587,9.977
1317,1994,12,Electric Power,0,4.463,0.034,0.571,41.005,120.245
1318,1994,12,Industrial,1.76,0.238,0.001,0,157.392,159.391
1319,1994,12,Residential,0,0.527,4.095,0,0,48.786
1320,1994,12,Transportation,0,0,0,0,10.559,10.559
1321,1995,1,Commerical,0.032,0.382,0.005,0,9.365,9.784
1322,1995,1,Electric Power,0,3.927,0.018,0.019,32.613,119.949
1323,1995,1,Industrial,1.448,0.255,0.001,0,146.994,148.698
1324,1995,1,Residential,0,0.561,3.39,0,0,48.115
1325,1995,1,Transportation,0,0,0,0,9.237,9.237
1326,1995,2,Commerical,0.033,0.345,0.006,0,8.33,8.713
1327,1995,2,Electric Power,0,2.852,0.031,0.08,27.471,114.39
1328,1995,2,Industrial,1.458,0.23,0.001,0,121.582,123.271
1329,1995,2,Residential,0,0.506,3.655,0,0,44.051
1330,1995,2,Transportation,0,0,0,0,8.42,8.42
1331,1995,3,Commerical,0.037,0.382,0.008,0,8.974,9.401
1332,1995,3,Electric Power,0,3.134,0.06,0.016,29.75,128.739
1333,1995,3,Industrial,1.663,0.255,0.002,0,146.789,148.709
1334,1995,3,Residential,0,0.561,5.036,0,0,49.761
1335,1995,3,Transportation,0,0,0,0,10.344,10.344
1336,1995,4,Commerical,0.032,0.37,0.008,0,9.716,10.126
1337,1995,4,Electric Power,0,2.711,0.175,0.023,38.606,123.899
1338,1995,4,Industrial,1.431,0.247,0.002,0,166.674,168.353
1339,1995,4,Residential,0,0.542,5.55,0,0,48.832
1340,1995,4,Transportation,0,0,0,0,9.554,9.554
1341,1995,5,Commerical,0.036,0.382,0.009,0,8.521,8.948
1342,1995,5,Electric Power,0,2.451,0.232,1.394,25.815,123.03
1343,1995,5,Industrial,1.617,0.255,0.002,0,139.323,141.198
1344,1995,5,Residential,0,0.561,6.127,0,0,50.852
1345,1995,5,Transportation,0,0,0,0,8.003,8.003
1346,1995,6,Commerical,0.039,0.37,0.009,0,9.445,9.864
1347,1995,6,Electric Power,0,2.699,0.278,1.701,33.452,139.459
1348,1995,6,Industrial,1.76,0.247,0.002,0,132.157,134.165
1349,1995,6,Residential,0,0.542,6.182,0,0,49.464
1350,1995,6,Transportation,0,0,0,0,10.163,10.163
1351,1995,7,Commerical,0.036,0.382,0.01,0,9.567,9.995
1352,1995,7,Electric Power,0,2.934,0.248,2.115,38.565,135.956
1353,1995,7,Industrial,1.599,0.255,0.002,0,193.363,195.219
1354,1995,7,Residential,0,0.561,6.49,0,0,51.215
1355,1995,7,Transportation,0,0,0,0,7.579,7.579
1356,1995,8,Commerical,0.032,0.382,0.01,0,9.771,10.195
1357,1995,8,Electric Power,0,5.046,0.24,1.862,40.607,129.479
1358,1995,8,Industrial,1.419,0.255,0.002,0,198.866,200.543
1359,1995,8,Residential,0,0.561,6.423,0,0,51.147
1360,1995,8,Transportation,0,0,0,0,6.267,6.267
1361,1995,9,Commerical,0.026,0.37,0.009,0,9.469,9.874
1362,1995,9,Electric Power,0,3.531,0.178,1.955,37.316,110.12
1363,1995,9,Industrial,1.166,0.247,0.002,0,170.847,172.262
1364,1995,9,Residential,0,0.542,5.858,0,0,49.14
1365,1995,9,Transportation,0,0,0,0,8.461,8.461
1366,1995,10,Commerical,0.03,0.382,0.008,0,9.993,10.413
1367,1995,10,Electric Power,0,5.951,0.123,0.876,41.11,125.674
1368,1995,10,Industrial,1.348,0.255,0.002,0,188.059,189.663
1369,1995,10,Residential,0,0.561,5.339,0,0,50.064
1370,1995,10,Transportation,0,0,0,0,11.239,11.239
1371,1995,11,Commerical,0.033,0.37,0.007,0,9.854,10.264
1372,1995,11,Electric Power,0,5.333,0.086,0.427,39.717,131.19
1373,1995,11,Industrial,1.487,0.247,0.001,0,167.044,168.78
1374,1995,11,Residential,0,0.542,4.379,0,0,47.661
1375,1995,11,Transportation,0,0,0,0,13.139,13.139
1376,1995,12,Commerical,0.038,0.382,0.006,0,9.712,10.139
1377,1995,12,Electric Power,0,5.077,0.028,0.329,36.643,139.978
1378,1995,12,Industrial,1.7,0.255,0.001,0,162.573,164.529
1379,1995,12,Residential,0,0.561,4.157,0,0,48.882
1380,1995,12,Transportation,0,0,0,0,10.084,10.084
1381,1996,1,Commerical,0.038,0.449,0.006,0,9.886,10.379
1382,1996,1,Electric Power,0,3.304,0.044,0.503,32.099,138.958
1383,1996,1,Industrial,1.775,0.246,0.001,0,175.858,177.879
1384,1996,1,Residential,0,0.593,3.421,0,0,49.751
1385,1996,1,Transportation,0,0,0,0,10.006,10.006
1386,1996,2,Commerical,0.039,0.42,0.006,0,9.916,10.382
1387,1996,2,Electric Power,0,3.37,0.065,0.382,30.86,141.289
1388,1996,2,Industrial,1.837,0.23,0.001,0,135.312,137.38
1389,1996,2,Residential,0,0.555,3.687,0,0,47.029
1390,1996,2,Transportation,0,0,0,0,8.762,8.762
1391,1996,3,Commerical,0.042,0.449,0.009,0,10.834,11.334
1392,1996,3,Electric Power,0,3.163,0.202,0.64,35.746,153.355
1393,1996,3,Industrial,1.957,0.246,0.002,0,158.814,161.018
1394,1996,3,Residential,0,0.593,5.08,0,0,51.411
1395,1996,3,Transportation,0,0,0,0,8.595,8.595
1396,1996,4,Commerical,0.039,0.434,0.01,0,10.058,10.541
1397,1996,4,Electric Power,0,3.594,0.254,0.834,28.436,139.886
1398,1996,4,Industrial,1.839,0.238,0.002,0,116.22,118.3
1399,1996,4,Residential,0,0.574,5.599,0,0,50.435
1400,1996,4,Transportation,0,0,0,0,6.805,6.805
1401,1996,5,Commerical,0.041,0.449,0.011,0,10.409,10.91
1402,1996,5,Electric Power,0,2.414,0.292,1.336,31.535,147.1
1403,1996,5,Industrial,1.921,0.246,0.002,0,138.494,140.663
1404,1996,5,Residential,0,0.593,6.181,0,0,52.512
1405,1996,5,Transportation,0,0,0,0,5.906,5.906
1406,1996,6,Commerical,0.039,0.434,0.011,0,10.944,11.429
