Order Date,Ship Date,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Delivery Days
15/7/2017,18/7/2017,Second Class,Consumer,New York,East,Technology,Accessories,41.90,2,0,8.80,2017,July,3
15/7/2017,18/7/2017,Second Class,Consumer,New York,East,Furniture,Chairs,664.15,6,0.1,88.55,2017,July,3
15/7/2017,18/7/2017,Second Class,Consumer,New York,East,Office Supplies,Paper,8.96,2,0,4.39,2017,July,3
2/11/2017,6/11/2017,Standard Class,Corporate,Pennsylvania,East,Furniture,Furnishings,3.31,1,0.2,0.66,2017,November,4
2/11/2017,6/11/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Appliances,20.14,3,0.2,1.26,2017,November,4
2/11/2017,6/11/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Envelopes,8.86,3,0.2,2.88,2017,November,4
2/11/2017,6/11/2017,Standard Class,Corporate,Pennsylvania,East,Technology,Phones,859.20,4,0.4,-186.16,2017,November,4
8/10/2016,8/10/2016,Same Day,Consumer,California,West,Office Supplies,Paper,61.96,2,0,27.88,2016,October,0
8/4/2016,14/4/2016,Standard Class,Consumer,Georgia,South,Office Supplies,Envelopes,17.92,4,0,8.60,2016,April,6
8/10/2015,12/10/2015,Standard Class,Consumer,California,West,Furniture,Furnishings,145.90,5,0,62.74,2015,October,4
15/5/2017,20/5/2017,Standard Class,Consumer,Illinois,Central,Office Supplies,Paper,56.70,2,0.2,19.14,2017,May,5
15/5/2017,20/5/2017,Standard Class,Consumer,Illinois,Central,Technology,Phones,11.12,2,0.2,3.48,2017,May,5
24/2/2014,2/3/2014,Standard Class,Consumer,Oregon,West,Office Supplies,Paper,32.90,4,0.2,11.10,2014,February,6
24/2/2014,2/3/2014,Standard Class,Consumer,Oregon,West,Office Supplies,Paper,22.78,3,0.2,7.69,2014,February,6
30/5/2015,1/6/2015,First Class,Consumer,New York,East,Technology,Phones,239.97,3,0,2.40,2015,May,2
30/5/2015,1/6/2015,First Class,Consumer,New York,East,Office Supplies,Appliances,160.32,2,0,44.89,2015,May,2
30/5/2015,1/6/2015,First Class,Consumer,New York,East,Technology,Phones,128.85,3,0,3.87,2015,May,2
18/11/2016,21/11/2016,Second Class,Corporate,Alabama,South,Technology,Accessories,1319.96,4,0,527.98,2016,November,3
4/12/2017,9/12/2017,Standard Class,Corporate,Pennsylvania,East,Furniture,Chairs,239.96,10,0.3,-10.28,2017,December,5
4/12/2017,9/12/2017,Standard Class,Corporate,Pennsylvania,East,Furniture,Furnishings,54.77,2,0.2,6.85,2017,December,5
4/12/2017,9/12/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Art,13.39,3,0.2,3.18,2017,December,5
4/12/2017,9/12/2017,Standard Class,Corporate,Pennsylvania,East,Office Supplies,Paper,23.92,5,0.2,8.67,2017,December,5
4/12/2017,9/12/2017,Standard Class,Corporate,Pennsylvania,East,Technology,Accessories,255.97,4,0.2,-28.80,2017,December,5
5/6/2016,7/6/2016,First Class,Consumer,California,West,Office Supplies,Binders,21.55,6,0.2,7.00,2016,June,2
5/6/2016,7/6/2016,First Class,Consumer,California,West,Office Supplies,Appliances,58.24,4,0,15.72,2016,June,2
10/12/2016,12/12/2016,First Class,Home Office,California,West,Office Supplies,Paper,80.28,12,0,36.93,2016,December,2
30/4/2017,5/5/2017,Standard Class,Corporate,California,West,Office Supplies,Art,9.78,2,0,4.01,2017,April,5
24/4/2017,28/4/2017,Standard Class,Home Office,California,West,Office Supplies,Fasteners,1.81,1,0,0.65,2017,April,4
8/5/2015,10/5/2015,First Class,Home Office,New York,East,Office Supplies,Paper,37.94,2,0,18.21,2015,May,2
31/3/2015,4/4/2015,Standard Class,Corporate,Florida,South,Technology,Phones,79.96,5,0.2,27.99,2015,March,4
6/8/2017,11/8/2017,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,115.30,3,0.2,40.35,2017,August,5
2/12/2017,6/12/2017,Standard Class,Consumer,Nebraska,Central,Technology,Phones,2479.96,4,0,743.99,2017,December,4
6/6/2016,7/6/2016,First Class,Consumer,Arkansas,South,Technology,Accessories,179.94,6,0,75.57,2016,June,1
6/6/2016,7/6/2016,First Class,Consumer,Arkansas,South,Technology,Accessories,26.85,3,0,5.10,2016,June,1
6/6/2016,7/6/2016,First Class,Consumer,Arkansas,South,Technology,Accessories,323.37,3,0,129.35,2016,June,1
6/6/2016,7/6/2016,First Class,Consumer,Arkansas,South,Office Supplies,Paper,59.94,3,0,28.17,2016,June,1
6/6/2016,7/6/2016,First Class,Consumer,Arkansas,South,Office Supplies,Binders,64.14,3,0,30.79,2016,June,1
6/6/2016,7/6/2016,First Class,Consumer,Arkansas,South,Office Supplies,Binders,11.67,3,0,5.60,2016,June,1
6/6/2016,7/6/2016,First Class,Consumer,Arkansas,South,Office Supplies,Paper,12.96,2,0,6.22,2016,June,1
13/4/2015,20/4/2015,Standard Class,Consumer,Nebraska,Central,Office Supplies,Binders,17.43,3,0,8.02,2015,April,7
22/5/2017,26/5/2017,Standard Class,Consumer,Illinois,Central,Furniture,Chairs,181.99,2,0.3,-54.60,2017,May,4
22/5/2017,26/5/2017,Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,1.59,2,0.8,-2.63,2017,May,4
22/5/2017,26/5/2017,Standard Class,Consumer,Illinois,Central,Office Supplies,Supplies,22.34,3,0.2,2.51,2017,May,4
19/12/2016,25/12/2016,Standard Class,Corporate,Arizona,West,Furniture,Tables,455.97,6,0.5,-218.87,2016,December,6
19/12/2016,25/12/2016,Standard Class,Corporate,Arizona,West,Office Supplies,Binders,10.44,6,0.7,-7.66,2016,December,6
19/12/2016,25/12/2016,Standard Class,Corporate,Arizona,West,Office Supplies,Binders,5.21,2,0.7,-4.17,2016,December,6
22/9/2017,26/9/2017,Standard Class,Home Office,New Hampshire,East,Office Supplies,Storage,67.40,5,0,17.52,2017,September,4
7/9/2017,8/9/2017,First Class,Consumer,Utah,West,Furniture,Furnishings,25.16,2,0,10.57,2017,September,1
7/9/2017,8/9/2017,First Class,Consumer,Utah,West,Technology,Phones,126.56,4,0.2,47.46,2017,September,1
28/11/2014,1/12/2014,First Class,Consumer,California,West,Office Supplies,Appliances,43.68,3,0,11.79,2014,November,3
28/11/2014,1/12/2014,First Class,Consumer,California,West,Technology,Accessories,139.93,7,0,34.98,2014,November,3
12/11/2014,16/11/2014,Standard Class,Corporate,Texas,Central,Office Supplies,Art,2.67,1,0.2,0.33,2014,November,4
12/11/2014,16/11/2014,Standard Class,Corporate,Texas,Central,Office Supplies,Supplies,16.66,6,0.2,-3.12,2014,November,4
12/11/2014,16/11/2014,Standard Class,Corporate,Texas,Central,Technology,Accessories,79.51,3,0.2,20.87,2014,November,4
12/11/2014,16/11/2014,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,36.29,7,0.2,12.70,2014,November,4
12/11/2014,16/11/2014,Standard Class,Corporate,Texas,Central,Furniture,Bookcases,67.99,1,0.32,-13.00,2014,November,4
2/10/2017,6/10/2017,Second Class,Corporate,Alabama,South,Furniture,Furnishings,10.16,2,0,3.45,2017,October,4
14/12/2015,18/12/2015,Standard Class,Corporate,Mississippi,South,Furniture,Furnishings,6.16,2,0,1.97,2015,December,4
14/12/2015,18/12/2015,Standard Class,Corporate,Mississippi,South,Office Supplies,Art,56.30,2,0,15.76,2015,December,4
6/12/2015,10/12/2015,Standard Class,Consumer,Nevada,West,Office Supplies,Paper,6.48,1,0,3.11,2015,December,4
6/12/2015,10/12/2015,Standard Class,Consumer,Nevada,West,Office Supplies,Storage,1325.85,5,0,238.65,2015,December,4
6/12/2015,10/12/2015,Standard Class,Consumer,Nevada,West,Office Supplies,Labels,14.94,3,0,6.87,2015,December,4
31/3/2017,2/4/2017,Second Class,Corporate,Georgia,South,Office Supplies,Binders,34.54,1,0,17.27,2017,March,2
31/3/2017,2/4/2017,Second Class,Corporate,Georgia,South,Technology,Copiers,2999.95,5,0,1439.98,2017,March,2
31/3/2017,2/4/2017,Second Class,Corporate,Georgia,South,Office Supplies,Binders,64.12,4,0,30.78,2017,March,2
13/3/2017,13/3/2017,Same Day,Home Office,Illinois,Central,Office Supplies,Art,19.46,4,0.2,2.19,2017,March,0
13/3/2017,13/3/2017,Same Day,Home Office,Illinois,Central,Technology,Machines,209.99,2,0.3,9.00,2017,March,0
13/3/2017,13/3/2017,Same Day,Home Office,Illinois,Central,Office Supplies,Art,29.76,5,0.2,1.86,2017,March,0
13/3/2017,13/3/2017,Same Day,Home Office,Illinois,Central,Furniture,Chairs,89.77,1,0.3,-2.56,2017,March,0
13/3/2017,13/3/2017,Same Day,Home Office,Illinois,Central,Technology,Copiers,959.98,2,0.2,335.99,2017,March,0
13/3/2017,13/3/2017,Same Day,Home Office,Illinois,Central,Office Supplies,Paper,15.55,3,0.2,5.64,2017,March,0
13/3/2017,13/3/2017,Same Day,Home Office,Illinois,Central,Technology,Phones,34.36,1,0.2,-7.30,2017,March,0
5/12/2014,9/12/2014,Standard Class,Corporate,Ohio,East,Office Supplies,Paper,98.38,3,0.2,35.66,2014,December,4
5/12/2014,9/12/2014,Standard Class,Corporate,Ohio,East,Office Supplies,Binders,29.94,4,0.7,-23.95,2014,December,4
5/12/2014,9/12/2014,Standard Class,Corporate,Ohio,East,Office Supplies,Paper,17.47,3,0.2,5.68,2014,December,4
5/12/2014,9/12/2014,Standard Class,Corporate,Ohio,East,Technology,Phones,36.74,1,0.4,-9.18,2014,December,4
5/12/2014,9/12/2014,Standard Class,Corporate,Ohio,East,Technology,Phones,179.94,2,0.4,-44.99,2014,December,4
12/12/2016,16/12/2016,Standard Class,Consumer,California,West,Furniture,Furnishings,383.64,6,0,122.76,2016,December,4
12/12/2016,16/12/2016,Standard Class,Consumer,California,West,Office Supplies,Appliances,56.52,3,0,15.83,2016,December,4
9/9/2017,14/9/2017,Second Class,Consumer,California,West,Office Supplies,Art,6.56,2,0,1.90,2017,September,5
9/9/2017,14/9/2017,Second Class,Consumer,California,West,Furniture,Chairs,243.92,5,0.2,-15.25,2017,September,5
9/9/2017,14/9/2017,Second Class,Consumer,California,West,Office Supplies,Paper,47.52,9,0,22.81,2017,September,5
4/10/2017,8/10/2017,Standard Class,Home Office,Maryland,East,Furniture,Furnishings,19.98,1,0,8.59,2017,October,4
9/5/2016,13/5/2016,Standard Class,Home Office,New York,East,Office Supplies,Art,8.00,5,0,3.44,2016,May,4
15/12/2014,19/12/2014,Second Class,Consumer,California,West,Furniture,Furnishings,6.16,2,0,1.97,2014,December,4
30/11/2017,4/12/2017,Standard Class,Home Office,New York,East,Office Supplies,Storage,83.56,4,0,1.67,2017,November,4
30/11/2017,4/12/2017,Standard Class,Home Office,New York,East,Technology,Phones,546.06,3,0,163.82,2017,November,4
30/11/2017,4/12/2017,Standard Class,Home Office,New York,East,Office Supplies,Storage,269.49,3,0,5.39,2017,November,4
19/3/2015,20/3/2015,First Class,Consumer,California,West,Office Supplies,Fasteners,10.90,5,0,3.60,2015,March,1
19/7/2014,24/7/2014,Standard Class,Home Office,Montana,West,Office Supplies,Binders,6.10,2,0.2,2.21,2014,July,5
8/12/2016,11/12/2016,Second Class,Consumer,California,West,Office Supplies,Storage,34.05,3,0,9.53,2016,December,3
8/12/2016,11/12/2016,Second Class,Consumer,California,West,Office Supplies,Storage,352.38,2,0,81.05,2016,December,3
13/10/2014,18/10/2014,Second Class,Corporate,New Jersey,East,Furniture,Chairs,245.98,2,0,27.06,2014,October,5
13/10/2014,18/10/2014,Second Class,Corporate,New Jersey,East,Office Supplies,Binders,18.94,1,0,9.47,2014,October,5
19/11/2017,25/11/2017,Standard Class,Consumer,Ohio,East,Office Supplies,Binders,59.91,7,0.7,-45.93,2017,November,6
24/9/2017,24/9/2017,Same Day,Corporate,Massachusetts,East,Technology,Phones,391.98,2,0,109.75,2017,September,0
24/9/2017,24/9/2017,Same Day,Corporate,Massachusetts,East,Technology,Phones,437.85,3,0,131.36,2017,September,0
25/9/2015,29/9/2015,Standard Class,Consumer,New Hampshire,East,Office Supplies,Binders,68.62,2,0,32.25,2015,September,4
13/2/2017,20/2/2017,Standard Class,Consumer,Maryland,East,Office Supplies,Supplies,25.02,3,0,6.51,2017,February,7
13/2/2017,20/2/2017,Standard Class,Consumer,Maryland,East,Office Supplies,Art,10.71,3,0,2.78,2017,February,7
3/10/2014,3/10/2014,Same Day,Consumer,Ohio,East,Office Supplies,Art,55.98,2,0.2,4.20,2014,October,0
3/10/2014,3/10/2014,Same Day,Consumer,Ohio,East,Office Supplies,Envelopes,14.48,5,0.2,4.89,2014,October,0
3/10/2014,3/10/2014,Same Day,Consumer,Ohio,East,Technology,Accessories,142.49,3,0.2,-3.56,2014,October,0
27/8/2016,29/8/2016,Second Class,Corporate,Texas,Central,Office Supplies,Storage,14.16,1,0.2,1.06,2016,August,2
27/8/2016,29/8/2016,Second Class,Corporate,Texas,Central,Office Supplies,Paper,79.92,5,0.2,27.97,2016,August,2
3/12/2015,7/12/2015,Standard Class,Corporate,New York,East,Office Supplies,Binders,590.35,6,0.2,206.62,2015,December,4
20/9/2016,25/9/2016,Standard Class,Corporate,North Carolina,South,Furniture,Furnishings,17.09,2,0.2,1.07,2016,September,5
20/9/2016,25/9/2016,Standard Class,Corporate,North Carolina,South,Furniture,Chairs,98.39,1,0.2,-11.07,2016,September,5
25/3/2017,31/3/2017,Standard Class,Consumer,New York,East,Office Supplies,Art,11.05,5,0,2.98,2017,March,6
6/12/2015,11/12/2015,Standard Class,Consumer,California,West,Office Supplies,Appliances,7.78,2,0,2.02,2015,December,5
31/8/2017,5/9/2017,Standard Class,Consumer,Louisiana,South,Technology,Accessories,659.90,2,0,217.77,2017,August,5
5/10/2015,7/10/2015,First Class,Consumer,Ohio,East,Technology,Accessories,53.04,3,0.2,-4.64,2015,October,2
18/8/2017,22/8/2017,Standard Class,Corporate,Washington,West,Technology,Accessories,843.90,2,0,371.32,2017,August,4
18/8/2017,22/8/2017,Standard Class,Corporate,Washington,West,Technology,Accessories,1496.16,9,0,224.42,2017,August,4
2/2/2016,7/2/2016,Standard Class,Consumer,New York,East,Office Supplies,Storage,117.96,2,0,5.90,2016,February,5
23/8/2016,27/8/2016,Standard Class,Corporate,New York,East,Office Supplies,Art,21.30,5,0,8.73,2016,August,4
23/8/2016,27/8/2016,Standard Class,Corporate,New York,East,Office Supplies,Appliances,1040.80,5,0,281.02,2016,August,4
23/8/2016,27/8/2016,Standard Class,Corporate,New York,East,Office Supplies,Art,29.34,6,0,7.92,2016,August,4
30/6/2017,4/7/2017,Standard Class,Corporate,Tennessee,South,Furniture,Furnishings,19.52,2,0.2,5.37,2017,June,4
18/9/2015,21/9/2015,First Class,Consumer,California,West,Office Supplies,Storage,443.92,4,0,8.88,2015,September,3
25/9/2016,30/9/2016,Standard Class,Corporate,Wisconsin,Central,Technology,Accessories,499.95,5,0,174.98,2016,September,5
25/9/2016,30/9/2016,Standard Class,Corporate,Wisconsin,Central,Office Supplies,Art,3.04,1,0,1.03,2016,September,5
25/9/2016,30/9/2016,Standard Class,Corporate,Wisconsin,Central,Furniture,Chairs,201.96,2,0,50.49,2016,September,5
25/9/2016,30/9/2016,Standard Class,Corporate,Wisconsin,Central,Furniture,Furnishings,68.64,11,0,17.16,2016,September,5
24/10/2016,28/10/2016,Second Class,Corporate,California,West,Technology,Accessories,100.00,4,0,21.00,2016,October,4
24/10/2016,28/10/2016,Second Class,Corporate,California,West,Technology,Accessories,359.98,2,0,21.60,2016,October,4
29/9/2014,1/10/2014,Second Class,Home Office,Washington,West,Furniture,Furnishings,6.16,2,0,2.96,2014,September,2
29/9/2014,1/10/2014,Second Class,Home Office,Washington,West,Furniture,Tables,2348.82,9,0,399.30,2014,September,2
26/6/2017,1/7/2017,Standard Class,Corporate,Florida,South,Office Supplies,Labels,13.87,6,0.2,4.68,2017,June,5
26/6/2017,1/7/2017,Standard Class,Corporate,Florida,South,Furniture,Chairs,273.55,3,0.2,-13.68,2017,June,5
21/8/2016,23/8/2016,Second Class,Home Office,Pennsylvania,East,Furniture,Tables,815.29,9,0.4,-339.71,2016,August,2
11/2/2014,15/2/2014,Standard Class,Consumer,Virginia,South,Technology,Accessories,234.45,3,0,103.16,2014,February,4
11/2/2014,15/2/2014,Standard Class,Consumer,Virginia,South,Furniture,Tables,1256.22,6,0,75.37,2014,February,4
11/2/2014,15/2/2014,Standard Class,Consumer,Virginia,South,Office Supplies,Binders,17.46,2,0,8.21,2014,February,4
23/9/2016,28/9/2016,Second Class,Home Office,New York,East,Office Supplies,Binders,10.53,7,0.2,3.68,2016,September,5
5/12/2015,6/12/2015,First Class,Home Office,Michigan,Central,Office Supplies,Binders,152.80,5,0,76.40,2015,December,1
3/9/2017,8/9/2017,Standard Class,Home Office,California,West,Office Supplies,Binders,82.56,5,0.2,28.90,2017,September,5
3/9/2017,8/9/2017,Standard Class,Home Office,California,West,Technology,Accessories,284.97,3,0,85.49,2017,September,5
26/3/2017,2/4/2017,Standard Class,Corporate,Michigan,Central,Furniture,Furnishings,60.84,3,0,23.12,2017,March,7
21/12/2014,27/12/2014,Standard Class,Consumer,California,West,Furniture,Chairs,1325.76,6,0.2,149.15,2014,December,6
21/12/2014,27/12/2014,Standard Class,Consumer,California,West,Furniture,Chairs,572.16,3,0.2,35.76,2014,December,6
23/9/2014,28/9/2014,Standard Class,Home Office,Ohio,East,Office Supplies,Paper,28.80,9,0.2,10.08,2014,September,5
2/4/2017,5/4/2017,First Class,Home Office,Connecticut,East,Office Supplies,Art,11.12,4,0,2.89,2017,April,3
1/4/2016,5/4/2016,Second Class,Home Office,Georgia,South,Furniture,Furnishings,7.04,4,0,3.10,2016,April,4
15/5/2015,20/5/2015,Second Class,Corporate,Georgia,South,Office Supplies,Envelopes,17.94,3,0,8.79,2015,May,5
23/3/2017,26/3/2017,First Class,Home Office,Washington,West,Office Supplies,Binders,34.76,5,0.2,11.30,2017,March,3
14/4/2017,19/4/2017,Standard Class,Corporate,New Jersey,East,Furniture,Furnishings,74.45,5,0,20.10,2017,April,5
4/1/2015,9/1/2015,Standard Class,Corporate,Virginia,South,Furniture,Furnishings,192.22,14,0,69.20,2015,January,5
2/11/2017,7/11/2017,Standard Class,Consumer,Utah,West,Office Supplies,Paper,19.44,3,0,9.33,2017,November,5
17/7/2017,19/7/2017,Second Class,Corporate,California,West,Office Supplies,Paper,32.40,5,0,15.55,2017,July,2
17/7/2017,19/7/2017,Second Class,Corporate,California,West,Office Supplies,Envelopes,57.90,5,0,28.95,2017,July,2
17/7/2017,19/7/2017,Second Class,Corporate,California,West,Office Supplies,Storage,10.56,2,0,0.00,2017,July,2
17/7/2017,19/7/2017,Second Class,Corporate,California,West,Furniture,Bookcases,1194.17,5,0.15,210.74,2017,July,2
6/10/2017,11/10/2017,Standard Class,Corporate,New York,East,Office Supplies,Paper,40.99,1,0,20.09,2017,October,5
4/11/2014,11/11/2014,Standard Class,Corporate,California,West,Office Supplies,Art,2.94,1,0,0.79,2014,November,7
18/12/2016,21/12/2016,First Class,Home Office,Oregon,West,Office Supplies,Binders,45.24,4,0.7,-30.16,2016,December,3
18/12/2016,21/12/2016,First Class,Home Office,Oregon,West,Office Supplies,Art,18.69,4,0.2,2.34,2016,December,3
18/12/2016,21/12/2016,First Class,Home Office,Oregon,West,Office Supplies,Paper,11.65,2,0.2,3.79,2016,December,3
18/12/2016,21/12/2016,First Class,Home Office,Oregon,West,Technology,Accessories,112.78,3,0.2,-8.46,2016,December,3
18/12/2016,21/12/2016,First Class,Home Office,Oregon,West,Furniture,Tables,377.45,5,0.5,-264.22,2016,December,3
18/12/2016,21/12/2016,First Class,Home Office,Oregon,West,Office Supplies,Labels,15.94,4,0.2,5.18,2016,December,3
18/12/2016,21/12/2016,First Class,Home Office,Oregon,West,Technology,Phones,28.68,3,0.2,-7.17,2016,December,3
24/9/2016,1/10/2016,Standard Class,Home Office,Colorado,West,Furniture,Furnishings,21.44,2,0.2,7.50,2016,September,7
24/9/2016,1/10/2016,Standard Class,Home Office,Colorado,West,Office Supplies,Storage,511.06,9,0.2,-95.82,2016,September,7
21/7/2016,21/7/2016,Same Day,Corporate,Ohio,East,Office Supplies,Art,18.66,2,0.2,1.40,2016,July,0
21/7/2016,21/7/2016,Same Day,Corporate,Ohio,East,Office Supplies,Binders,11.09,7,0.7,-8.13,2016,July,0
21/7/2016,21/7/2016,Same Day,Corporate,Ohio,East,Office Supplies,Storage,66.69,1,0.2,4.17,2016,July,0
21/7/2016,21/7/2016,Same Day,Corporate,Ohio,East,Office Supplies,Storage,99.49,2,0.2,8.71,2016,July,0
11/6/2016,15/6/2016,Standard Class,Consumer,Washington,West,Office Supplies,Labels,14.62,2,0,6.87,2016,June,4
11/6/2016,15/6/2016,Standard Class,Consumer,Washington,West,Office Supplies,Binders,53.98,14,0.2,17.54,2016,June,4
11/6/2016,15/6/2016,Standard Class,Consumer,Washington,West,Technology,Accessories,389.97,3,0,132.59,2016,June,4
9/6/2015,11/6/2015,Second Class,Consumer,Idaho,West,Furniture,Furnishings,355.36,4,0,92.39,2015,June,2
9/6/2015,11/6/2015,Second Class,Consumer,Idaho,West,Technology,Phones,140.38,3,0.2,8.77,2015,June,2
27/10/2017,3/11/2017,Standard Class,Corporate,Texas,Central,Office Supplies,Envelopes,15.84,2,0.2,5.54,2017,October,7
27/10/2017,3/11/2017,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,8.45,2,0.2,2.64,2017,October,7
22/1/2016,27/1/2016,Standard Class,Consumer,Washington,West,Office Supplies,Paper,12.96,2,0,6.22,2016,January,5
28/5/2014,2/6/2014,Standard Class,Corporate,Washington,West,Technology,Phones,57.41,6,0.2,5.74,2014,May,5
28/5/2014,2/6/2014,Standard Class,Corporate,Washington,West,Technology,Accessories,27.60,4,0,2.21,2014,May,5
29/12/2014,5/1/2015,Standard Class,Consumer,Illinois,Central,Furniture,Furnishings,38.98,3,0.6,-50.67,2014,December,7
28/7/2016,3/8/2016,Standard Class,Home Office,Michigan,Central,Office Supplies,Fasteners,20.44,7,0,9.20,2016,July,6
28/7/2016,3/8/2016,Standard Class,Home Office,Michigan,Central,Office Supplies,Paper,109.92,2,0,53.86,2016,July,6
24/9/2016,30/9/2016,Standard Class,Consumer,Oklahoma,Central,Office Supplies,Binders,6.38,1,0,2.93,2016,September,6
24/9/2016,30/9/2016,Standard Class,Consumer,Oklahoma,Central,Office Supplies,Paper,6.48,1,0,3.11,2016,September,6
2/4/2014,8/4/2014,Standard Class,Consumer,Georgia,South,Office Supplies,Paper,15.84,3,0,7.13,2014,April,6
2/4/2014,8/4/2014,Standard Class,Consumer,Georgia,South,Technology,Phones,1049.93,7,0,293.98,2014,April,6
2/4/2014,8/4/2014,Standard Class,Consumer,Georgia,South,Office Supplies,Appliances,154.90,5,0,40.27,2014,April,6
5/11/2015,5/11/2015,Same Day,Consumer,Washington,West,Office Supplies,Binders,98.35,3,0.2,35.65,2015,November,0
28/7/2014,28/7/2014,Same Day,Consumer,Florida,South,Office Supplies,Fasteners,14.32,5,0.2,5.19,2014,July,0
28/7/2014,28/7/2014,Same Day,Consumer,Florida,South,Furniture,Furnishings,129.89,6,0.2,12.99,2014,July,0
28/7/2014,28/7/2014,Same Day,Consumer,Florida,South,Office Supplies,Envelopes,48.94,7,0.2,16.52,2014,July,0
26/12/2015,31/12/2015,Standard Class,Home Office,Texas,Central,Furniture,Chairs,275.06,3,0.3,-90.38,2015,December,5
10/12/2015,16/12/2015,Standard Class,Corporate,Maryland,East,Office Supplies,Art,27.36,9,0,9.30,2015,December,6
10/12/2015,16/12/2015,Standard Class,Corporate,Maryland,East,Office Supplies,Paper,44.75,5,0,20.59,2015,December,6
10/12/2015,16/12/2015,Standard Class,Corporate,Maryland,East,Technology,Phones,134.99,1,0,36.45,2015,December,6
10/12/2015,16/12/2015,Standard Class,Corporate,Maryland,East,Office Supplies,Paper,26.40,5,0,12.67,2015,December,6
10/12/2015,16/12/2015,Standard Class,Corporate,Maryland,East,Furniture,Chairs,542.94,3,0,141.16,2015,December,6
5/5/2016,7/5/2016,Second Class,Consumer,California,West,Furniture,Tables,71.09,2,0.2,-1.78,2016,May,2
14/10/2017,18/10/2017,Standard Class,Home Office,Illinois,Central,Office Supplies,Binders,27.40,9,0.8,-42.46,2017,October,4
14/10/2017,18/10/2017,Standard Class,Home Office,Illinois,Central,Office Supplies,Binders,13.46,1,0.8,-23.55,2017,October,4
5/11/2016,5/11/2016,Same Day,Consumer,Texas,Central,Office Supplies,Labels,11.84,1,0.2,4.44,2016,November,0
3/11/2017,8/11/2017,Standard Class,Consumer,California,West,Office Supplies,Paper,35.88,6,0,17.58,2017,November,5
24/11/2016,26/11/2016,First Class,Home Office,Ohio,East,Office Supplies,Envelopes,40.75,3,0.2,15.28,2016,November,2
24/11/2016,26/11/2016,First Class,Home Office,Ohio,East,Technology,Accessories,139.96,5,0.2,-22.74,2016,November,2
14/12/2014,21/12/2014,Standard Class,Consumer,Ohio,East,Office Supplies,Art,2.62,1,0.2,0.30,2014,December,7
14/12/2014,21/12/2014,Standard Class,Consumer,Ohio,East,Furniture,Tables,136.53,1,0.4,-52.34,2014,December,7
14/12/2014,21/12/2014,Standard Class,Consumer,Ohio,East,Technology,Accessories,263.96,1,0.2,42.89,2014,December,7
3/11/2014,8/11/2014,Standard Class,Consumer,Connecticut,East,Office Supplies,Supplies,11.64,3,0,3.38,2014,November,5
22/9/2017,25/9/2017,Second Class,Corporate,New York,East,Office Supplies,Binders,40.18,3,0.2,14.56,2017,September,3
8/5/2015,15/5/2015,Standard Class,Consumer,New York,East,Furniture,Furnishings,79.44,3,0,30.19,2015,May,7
8/5/2015,15/5/2015,Standard Class,Consumer,New York,East,Office Supplies,Supplies,357.93,3,0,7.16,2015,May,7
8/5/2015,15/5/2015,Standard Class,Consumer,New York,East,Furniture,Chairs,127.76,2,0.1,21.29,2015,May,7
8/5/2015,15/5/2015,Standard Class,Consumer,New York,East,Technology,Copiers,2799.94,7,0.2,1014.98,2015,May,7
8/5/2015,15/5/2015,Standard Class,Consumer,New York,East,Office Supplies,Paper,19.44,3,0,9.33,2015,May,7
31/7/2017,31/7/2017,Same Day,Consumer,Illinois,Central,Technology,Phones,36.79,1,0.2,4.14,2017,July,0
1/3/2014,5/3/2014,Standard Class,Home Office,New York,East,Technology,Phones,5.94,3,0,1.60,2014,March,4
25/9/2017,29/9/2017,Standard Class,Consumer,Virginia,South,Office Supplies,Storage,177.55,5,0,47.94,2017,September,4
9/10/2015,12/10/2015,Second Class,Corporate,Michigan,Central,Technology,Accessories,619.95,5,0,111.59,2015,October,3
9/10/2015,12/10/2015,Second Class,Corporate,Michigan,Central,Technology,Phones,29.16,3,0,8.46,2015,October,3
9/10/2015,12/10/2015,Second Class,Corporate,Michigan,Central,Office Supplies,Envelopes,57.96,7,0,27.24,2015,October,3
9/10/2015,12/10/2015,Second Class,Corporate,Michigan,Central,Office Supplies,Appliances,29.40,3,0.1,5.23,2015,October,3
29/3/2017,2/4/2017,Second Class,Consumer,Indiana,Central,Office Supplies,Storage,81.40,5,0,21.16,2017,March,4
14/11/2015,17/11/2015,First Class,Corporate,Oregon,West,Office Supplies,Fasteners,8.72,5,0.2,2.29,2015,November,3
14/11/2015,17/11/2015,First Class,Corporate,Oregon,West,Technology,Accessories,91.18,3,0.2,4.56,2015,November,3
14/11/2015,17/11/2015,First Class,Corporate,Oregon,West,Technology,Accessories,159.97,4,0.2,29.99,2015,November,3
26/9/2016,30/9/2016,Standard Class,Corporate,California,West,Office Supplies,Paper,12.96,2,0,6.22,2016,September,4
