OrderMonth,OrderYear,ShipDuration,ShipMode,Segment,State,Category,SubCategory,Sales
4,2015,4,Standard Class,Corporate,Louisiana,Office Supplies,Paper,12.96
9,2015,0,Same Day,Consumer,New York,Furniture,Tables,464.29
9,2015,0,Same Day,Consumer,New York,Office Supplies,Envelopes,68.46
9,2015,0,Same Day,Consumer,New York,Technology,Machines,2799.96
9,2015,0,Same Day,Consumer,New York,Office Supplies,Appliances,601.3
9,2015,0,Same Day,Consumer,New York,Technology,Phones,16.99
9,2015,0,Same Day,Consumer,New York,Technology,Phones,287.97
9,2015,0,Same Day,Consumer,New York,Office Supplies,Paper,44.82
12,2018,7,Standard Class,Corporate,California,Furniture,Furnishings,101.12
6,2016,6,Standard Class,Consumer,Florida,Technology,Phones,107.98
11,2018,4,Standard Class,Home Office,New York,Office Supplies,Appliances,58.73
11,2018,4,Standard Class,Home Office,New York,Office Supplies,Binders,93.34
10,2017,5,Standard Class,Home Office,Washington,Office Supplies,Fasteners,17.05
12,2016,5,Standard Class,Consumer,California,Office Supplies,Binders,8.1
11,2017,4,Standard Class,Corporate,Oklahoma,Furniture,Furnishings,30.36
9,2018,6,Standard Class,Consumer,New York,Office Supplies,Envelopes,23.34
9,2018,6,Standard Class,Consumer,New York,Office Supplies,Paper,51.55
11,2016,4,Standard Class,Consumer,California,Technology,Accessories,119.9
4,2017,4,Standard Class,Consumer,New York,Furniture,Chairs,1317.49
4,2017,4,Standard Class,Consumer,New York,Office Supplies,Supplies,63.84
4,2017,4,Standard Class,Consumer,New York,Office Supplies,Binders,3.59
2,2018,5,Standard Class,Consumer,California,Furniture,Furnishings,86.26
2,2018,5,Standard Class,Consumer,California,Office Supplies,Storage,139.04
2,2018,5,Standard Class,Consumer,California,Office Supplies,Appliances,46.8
12,2018,7,Standard Class,Home Office,Arizona,Furniture,Furnishings,8.54
12,2018,7,Standard Class,Home Office,Arizona,Furniture,Chairs,842.38
6,2015,0,Same Day,Consumer,New York,Technology,Phones,1214.85
3,2018,4,Second Class,Corporate,California,Office Supplies,Storage,67.78
9,2018,3,First Class,Corporate,Montana,Office Supplies,Storage,39.9
6,2015,6,Standard Class,Consumer,New York,Office Supplies,Binders,2.69
6,2015,6,Standard Class,Consumer,New York,Office Supplies,Art,6.6
8,2016,1,First Class,Consumer,Missouri,Office Supplies,Binders,28.4
8,2016,1,First Class,Consumer,Missouri,Furniture,Furnishings,212.94
6,2018,4,Second Class,Home Office,Illinois,Technology,Phones,1001.58
6,2018,4,Second Class,Home Office,Illinois,Furniture,Chairs,569.06
6,2018,4,Second Class,Home Office,Illinois,Furniture,Furnishings,14.22
10,2016,4,Second Class,Corporate,Arizona,Technology,Phones,105.58
10,2016,4,Second Class,Corporate,Arizona,Technology,Phones,68.72
7,2015,6,Standard Class,Corporate,Washington,Furniture,Bookcases,1367.84
11,2017,5,Second Class,Consumer,Michigan,Furniture,Chairs,301.96
7,2016,5,Standard Class,Consumer,California,Furniture,Chairs,170.35
11,2015,6,Standard Class,Consumer,Michigan,Office Supplies,Art,3.9
11,2015,6,Standard Class,Consumer,Michigan,Office Supplies,Paper,12.84
11,2015,6,Standard Class,Consumer,Michigan,Office Supplies,Paper,15.84
11,2015,6,Standard Class,Consumer,Michigan,Furniture,Chairs,563.94
11,2015,6,Standard Class,Consumer,Michigan,Office Supplies,Storage,62.94
11,2015,6,Standard Class,Consumer,Michigan,Office Supplies,Storage,535.41
5,2017,2,Second Class,Corporate,Michigan,Furniture,Chairs,3504.9
5,2017,2,Second Class,Corporate,Michigan,Office Supplies,Paper,144.12
5,2017,2,Second Class,Corporate,Michigan,Office Supplies,Paper,314.55
3,2016,2,First Class,Corporate,Colorado,Office Supplies,Art,3.41
10,2018,5,Standard Class,Consumer,Texas,Office Supplies,Binders,2.07
10,2018,5,Standard Class,Consumer,Texas,Furniture,Bookcases,328.4
11,2017,3,First Class,Consumer,California,Office Supplies,Binders,53.25
12,2017,4,Standard Class,Corporate,New York,Office Supplies,Binders,4.99
4,2016,6,Standard Class,Corporate,California,Furniture,Furnishings,37.68
4,2016,6,Standard Class,Corporate,California,Technology,Phones,258.58
4,2016,6,Standard Class,Corporate,California,Office Supplies,Appliances,75.84
9,2018,3,First Class,Corporate,Rhode Island,Office Supplies,Paper,45.36
9,2018,3,First Class,Corporate,Rhode Island,Office Supplies,Binders,45.78
9,2018,3,First Class,Consumer,Georgia,Office Supplies,Storage,40.29
9,2018,3,First Class,Consumer,Georgia,Office Supplies,Binders,38.71
10,2016,5,Standard Class,Consumer,Florida,Office Supplies,Storage,1801.63
11,2016,6,Standard Class,Home Office,Pennsylvania,Technology,Phones,748.75
9,2016,5,Standard Class,Consumer,Indiana,Technology,Accessories,199.96
9,2016,5,Standard Class,Consumer,Indiana,Furniture,Chairs,1516.2
11,2018,4,Standard Class,Consumer,Texas,Technology,Accessories,167.95
11,2018,4,Standard Class,Consumer,Texas,Office Supplies,Art,45.04
5,2018,4,Standard Class,Consumer,California,Office Supplies,Envelopes,23.16
11,2015,3,Second Class,Corporate,South Carolina,Furniture,Furnishings,397.6
11,2015,3,Second Class,Corporate,South Carolina,Office Supplies,Paper,85.96
11,2015,3,Second Class,Corporate,South Carolina,Office Supplies,Art,13.12
11,2015,3,Second Class,Corporate,South Carolina,Office Supplies,Binders,45.66
5,2015,5,Standard Class,Consumer,Washington,Office Supplies,Envelopes,158.13
5,2015,5,Standard Class,Consumer,Washington,Technology,Phones,43.6
3,2017,5,Standard Class,Consumer,Texas,Office Supplies,Supplies,3930.07
3,2017,5,Standard Class,Consumer,Texas,Office Supplies,Fasteners,2.3
3,2017,5,Standard Class,Consumer,Texas,Technology,Phones,431.98
3,2017,5,Standard Class,Consumer,Texas,Technology,Accessories,41.72
8,2016,4,Standard Class,Consumer,California,Furniture,Furnishings,104.23
8,2016,4,Standard Class,Consumer,California,Office Supplies,Storage,70.26
9,2016,6,Standard Class,Consumer,New York,Office Supplies,Art,9.26
9,2016,6,Standard Class,Consumer,New York,Office Supplies,Storage,105.98
9,2016,6,Standard Class,Consumer,New York,Office Supplies,Fasteners,1.24
9,2016,6,Standard Class,Consumer,New York,Office Supplies,Labels,20.7
9,2016,6,Standard Class,Consumer,New York,Office Supplies,Paper,28.9
9,2016,6,Standard Class,Consumer,New York,Office Supplies,Envelopes,27.18
1,2016,6,Standard Class,Corporate,Delaware,Office Supplies,Storage,465.18
5,2016,4,Second Class,Consumer,New York,Office Supplies,Storage,36.63
9,2017,0,Same Day,Consumer,California,Office Supplies,Storage,51.45
9,2017,0,Same Day,Consumer,California,Office Supplies,Labels,7.83
9,2017,0,Same Day,Consumer,California,Office Supplies,Art,35.4
9,2017,0,Same Day,Consumer,California,Office Supplies,Paper,29.9
9,2018,6,Standard Class,Consumer,Michigan,Office Supplies,Envelopes,17.48
4,2018,2,Second Class,Corporate,California,Office Supplies,Paper,79.14
6,2018,4,Standard Class,Corporate,New York,Office Supplies,Art,8.4
9,2018,0,Same Day,Consumer,Michigan,Furniture,Chairs,498.26
6,2015,6,Standard Class,Home Office,Michigan,Furniture,Bookcases,212.94
5,2018,4,Second Class,Home Office,Missouri,Office Supplies,Appliances,706.86
5,2018,4,Second Class,Home Office,Missouri,Technology,Phones,114.95
5,2018,4,Second Class,Home Office,Missouri,Office Supplies,Binders,43.19
9,2018,5,Second Class,Consumer,California,Office Supplies,Paper,166.44
6,2017,5,Standard Class,Consumer,New York,Office Supplies,Binders,36.56
6,2017,5,Standard Class,Consumer,New York,Office Supplies,Binders,186.14
6,2017,5,Standard Class,Consumer,New York,Furniture,Bookcases,353.57
11,2015,5,Standard Class,Home Office,California,Office Supplies,Paper,81.98
3,2018,3,Second Class,Consumer,California,Office Supplies,Binders,14.62
3,2018,3,Second Class,Consumer,California,Furniture,Tables,697.16
3,2018,3,Second Class,Consumer,California,Furniture,Furnishings,30.93
3,2018,3,Second Class,Consumer,California,Office Supplies,Binders,27.5
10,2015,4,Standard Class,Corporate,Arkansas,Furniture,Chairs,605.34
8,2018,1,First Class,Consumer,California,Furniture,Tables,210.01
11,2017,3,First Class,Corporate,Indiana,Office Supplies,Appliances,54.96
9,2015,4,Standard Class,Consumer,Maryland,Furniture,Furnishings,164.22
9,2015,4,Standard Class,Consumer,Maryland,Furniture,Bookcases,362.94
9,2015,4,Standard Class,Consumer,Maryland,Technology,Accessories,59.98
9,2017,6,Standard Class,Consumer,California,Office Supplies,Storage,332.94
9,2017,6,Standard Class,Consumer,California,Office Supplies,Binders,39.87
9,2017,3,Second Class,Corporate,Washington,Office Supplies,Supplies,13.68
8,2018,4,Standard Class,Corporate,Texas,Office Supplies,Binders,3.32
7,2017,1,First Class,Home Office,Virginia,Office Supplies,Binders,10.44
8,2017,2,Second Class,Corporate,California,Furniture,Tables,136.46
8,2017,2,Second Class,Corporate,California,Technology,Phones,333.58
8,2017,2,Second Class,Corporate,California,Office Supplies,Binders,12.54
5,2016,6,Standard Class,Consumer,Illinois,Office Supplies,Appliances,20.77
11,2018,2,Second Class,Consumer,Washington,Technology,Accessories,43.5
4,2016,5,Standard Class,Corporate,Pennsylvania,Office Supplies,Fasteners,12.58
12,2017,6,Standard Class,Consumer,Georgia,Technology,Accessories,249.95
12,2017,6,Standard Class,Consumer,Georgia,Office Supplies,Paper,49.12
10,2016,3,First Class,Consumer,Virginia,Office Supplies,Appliances,182.91
3,2015,4,Second Class,Home Office,Washington,Office Supplies,Binders,107.65
3,2016,2,Second Class,Corporate,Pennsylvania,Furniture,Chairs,99.37
3,2016,2,Second Class,Corporate,Pennsylvania,Furniture,Furnishings,33.57
8,2017,6,Standard Class,Consumer,Oklahoma,Office Supplies,Paper,10.56
1,2018,5,Standard Class,Consumer,California,Office Supplies,Paper,38.88
10,2018,2,First Class,Consumer,California,Office Supplies,Paper,35.2
10,2018,6,Standard Class,Home Office,Pennsylvania,Office Supplies,Paper,45.53
9,2015,3,First Class,Home Office,Texas,Technology,Phones,196.78
9,2015,3,First Class,Home Office,Texas,Office Supplies,Binders,2.92
9,2015,3,First Class,Home Office,Texas,Furniture,Tables,200.8
9,2015,3,First Class,Home Office,Texas,Technology,Accessories,46.69
9,2015,3,First Class,Home Office,Texas,Office Supplies,Art,21.86
9,2018,3,First Class,Corporate,Washington,Office Supplies,Paper,11.76
9,2018,3,First Class,Corporate,Washington,Office Supplies,Paper,167.94
9,2018,3,First Class,Corporate,Washington,Office Supplies,Appliances,3.89
11,2018,5,Standard Class,Home Office,New York,Technology,Machines,52.44
9,2018,0,Same Day,Consumer,California,Furniture,Furnishings,32.36
9,2018,0,Same Day,Consumer,California,Office Supplies,Appliances,406.6
1,2018,0,Same Day,Corporate,California,Furniture,Furnishings,27.92
1,2018,0,Same Day,Corporate,California,Furniture,Tables,399.67
11,2017,3,First Class,Home Office,Florida,Office Supplies,Binders,3.74
11,2016,2,Second Class,Consumer,Vermont,Furniture,Chairs,715.2
12,2018,6,Standard Class,Corporate,Arkansas,Technology,Accessories,159.8
12,2018,6,Standard Class,Corporate,Arkansas,Technology,Accessories,44.75
9,2015,4,Standard Class,Home Office,Texas,Furniture,Chairs,340.12
12,2015,6,Standard Class,Consumer,Virginia,Office Supplies,Paper,105.52
9,2018,4,Standard Class,Consumer,Wisconsin,Technology,Accessories,13.48
10,2018,5,Standard Class,Consumer,Michigan,Office Supplies,Storage,85.52
9,2016,5,Standard Class,Corporate,Minnesota,Furniture,Furnishings,6.16
9,2016,5,Standard Class,Corporate,Minnesota,Office Supplies,Paper,36.84
3,2015,5,Standard Class,Corporate,Washington,Office Supplies,Storage,15.84
3,2015,5,Standard Class,Corporate,Washington,Office Supplies,Labels,44.4
5,2018,1,First Class,Consumer,Colorado,Office Supplies,Envelopes,21.24
5,2018,1,First Class,Consumer,Colorado,Office Supplies,Binders,9.55
5,2018,1,First Class,Consumer,Colorado,Furniture,Bookcases,89.99
4,2018,5,Standard Class,Home Office,California,Office Supplies,Paper,163.96
9,2015,7,Standard Class,Consumer,Texas,Office Supplies,Paper,17.9
9,2015,7,Standard Class,Consumer,Texas,Furniture,Chairs,966.7
9,2015,7,Standard Class,Consumer,Texas,Office Supplies,Paper,182.11
6,2018,3,First Class,Consumer,Florida,Office Supplies,Storage,4.46
12,2016,4,Standard Class,Consumer,Ohio,Furniture,Tables,51.59
8,2018,4,Standard Class,Corporate,Minnesota,Office Supplies,Labels,50.4
3,2018,5,Standard Class,Consumer,Texas,Office Supplies,Paper,89.57
7,2018,4,Standard Class,Consumer,New York,Furniture,Furnishings,14.89
7,2018,4,Standard Class,Consumer,New York,Technology,Phones,543.92
9,2017,3,First Class,Corporate,California,Office Supplies,Envelopes,4.08
9,2017,3,First Class,Corporate,California,Office Supplies,Labels,18.9
5,2017,4,Standard Class,Corporate,Virginia,Furniture,Tables,2275.5
5,2017,4,Standard Class,Corporate,Virginia,Technology,Accessories,1979.7
5,2017,4,Standard Class,Corporate,Virginia,Office Supplies,Labels,62.1
11,2015,4,Standard Class,Consumer,Illinois,Furniture,Chairs,37.3
9,2015,2,First Class,Home Office,Texas,Furniture,Furnishings,8.54
2,2017,5,Standard Class,Corporate,New York,Furniture,Furnishings,68.95
2,2017,5,Standard Class,Corporate,New York,Office Supplies,Storage,296.37
2,2017,5,Standard Class,Corporate,New York,Technology,Phones,39.98
11,2018,2,First Class,Consumer,Texas,Furniture,Chairs,191.06
11,2018,2,First Class,Consumer,Texas,Office Supplies,Art,13.04
11,2018,2,First Class,Consumer,Texas,Office Supplies,Binders,1525.19
8,2017,6,Standard Class,Home Office,North Carolina,Office Supplies,Labels,9.22
8,2017,6,Standard Class,Home Office,North Carolina,Office Supplies,Supplies,28.05
4,2018,5,Standard Class,Corporate,California,Furniture,Furnishings,64.96
4,2018,5,Standard Class,Corporate,California,Office Supplies,Envelopes,30.56
5,2017,6,Standard Class,Consumer,North Carolina,Furniture,Chairs,187.06
10,2018,3,First Class,Home Office,Tennessee,Furniture,Furnishings,11.81
10,2018,3,First Class,Home Office,Tennessee,Furniture,Furnishings,9.66
10,2018,3,First Class,Home Office,Tennessee,Office Supplies,Paper,20.74
10,2018,3,First Class,Home Office,Tennessee,Office Supplies,Binders,27.36
10,2018,3,First Class,Home Office,Tennessee,Furniture,Tables,2314.12
10,2018,3,First Class,Home Office,Tennessee,Office Supplies,Binders,34.24
10,2018,3,First Class,Home Office,Tennessee,Furniture,Furnishings,19.76
9,2018,5,Second Class,Consumer,Nebraska,Office Supplies,Paper,15.96
12,2016,5,Standard Class,Consumer,California,Office Supplies,Art,16.9
12,2016,5,Standard Class,Consumer,California,Furniture,Furnishings,25.08
1,2016,5,Standard Class,Corporate,Massachusetts,Office Supplies,Art,6.68
1,2015,2,Second Class,Consumer,California,Office Supplies,Paper,19.44
3,2016,4,Standard Class,Consumer,Texas,Technology,Phones,31.92
12,2017,3,Second Class,Consumer,New York,Office Supplies,Binders,33.57
9,2017,4,Standard Class,Consumer,New York,Furniture,Furnishings,63.94
9,2017,4,Standard Class,Consumer,New York,Office Supplies,Binders,60.6
9,2017,4,Standard Class,Consumer,New York,Office Supplies,Supplies,22.72
8,2015,6,Standard Class,Consumer,Delaware,Furniture,Furnishings,10.68
8,2015,6,Standard Class,Consumer,Delaware,Office Supplies,Paper,17.34
8,2015,6,Standard Class,Consumer,Delaware,Office Supplies,Paper,3.38
5,2016,4,Standard Class,Corporate,Washington,Office Supplies,Binders,26.98
10,2018,5,Standard Class,Corporate,Arizona,Office Supplies,Paper,307.78
11,2016,5,Second Class,Consumer,New York,Office Supplies,Storage,244.55
11,2016,5,Second Class,Consumer,New York,Office Supplies,Envelopes,12.24
11,2016,5,Second Class,Consumer,New York,Technology,Accessories,13.98
11,2016,5,Second Class,Consumer,New York,Technology,Accessories,899.95
11,2015,6,Standard Class,Corporate,Texas,Office Supplies,Envelopes,1.63
11,2015,6,Standard Class,Corporate,Texas,Technology,Phones,267.96
10,2016,2,Second Class,Consumer,New York,Technology,Accessories,31.95
3,2018,2,Second Class,Consumer,California,Office Supplies,Storage,725.84
3,2018,2,Second Class,Consumer,California,Office Supplies,Binders,10.9
3,2018,2,Second Class,Consumer,California,Office Supplies,Binders,8.54
1,2016,6,Standard Class,Corporate,Minnesota,Office Supplies,Binders,32.34
1,2016,6,Standard Class,Corporate,Minnesota,Office Supplies,Paper,39.9
12,2018,7,Standard Class,Consumer,Illinois,Office Supplies,Paper,143.86
9,2017,6,Standard Class,Corporate,Texas,Office Supplies,Paper,41.92
9,2017,6,Standard Class,Corporate,Texas,Technology,Phones,329.58
9,2017,3,First Class,Corporate,Louisiana,Office Supplies,Binders,87.28
5,2015,6,Standard Class,Corporate,California,Furniture,Chairs,279.46
5,2015,6,Standard Class,Corporate,California,Office Supplies,Paper,8
9,2017,4,Standard Class,Consumer,California,Office Supplies,Binders,27.24
8,2015,6,Standard Class,Consumer,California,Technology,Accessories,16.36
8,2015,6,Standard Class,Consumer,California,Office Supplies,Storage,15.78
8,2015,6,Standard Class,Consumer,California,Office Supplies,Art,45.98
4,2018,4,Standard Class,Corporate,North Carolina,Furniture,Bookcases,198.27
6,2018,1,First Class,Corporate,Texas,Office Supplies,Storage,720.76
12,2017,4,Standard Class,Consumer,Kansas,Furniture,Furnishings,70.56
12,2017,4,Standard Class,Consumer,Kansas,Office Supplies,Appliances,81.96
1,2015,3,Second Class,Corporate,Oregon,Office Supplies,Appliances,64.86
11,2017,4,Standard Class,Consumer,Texas,Technology,Phones,151.19
6,2018,5,Standard Class,Consumer,Washington,Technology,Phones,88.78
6,2018,5,Standard Class,Consumer,Washington,Office Supplies,Labels,11.56
6,2018,5,Standard Class,Consumer,Washington,Office Supplies,Storage,15.58
9,2018,3,First Class,Corporate,Ohio,Office Supplies,Paper,85.06
4,2018,4,Standard Class,Corporate,Michigan,Furniture,Furnishings,273.96
4,2018,4,Standard Class,Corporate,Michigan,Furniture,Furnishings,306.9
10,2016,6,Standard Class,Corporate,Texas,Office Supplies,Paper,15.55
10,2016,6,Standard Class,Corporate,Texas,Furniture,Tables,347.36
10,2016,6,Standard Class,Corporate,Texas,Office Supplies,Paper,10.37
5,2018,4,Standard Class,Corporate,Washington,Technology,Accessories,98.16
5,2018,4,Standard Class,Corporate,Washington,Office Supplies,Art,31.44
12,2015,2,First Class,Corporate,Pennsylvania,Office Supplies,Envelopes,348.49
12,2015,2,First Class,Corporate,Pennsylvania,Office Supplies,Storage,172.74
8,2017,4,Standard Class,Consumer,California,Office Supplies,Paper,15.54
8,2017,4,Standard Class,Consumer,California,Technology,Machines,105.55
9,2017,2,Second Class,Corporate,Texas,Office Supplies,Paper,25.92
9,2017,2,Second Class,Corporate,Texas,Office Supplies,Fasteners,15.81
9,2017,2,Second Class,Corporate,Texas,Office Supplies,Paper,10.37
6,2018,7,Standard Class,Consumer,Pennsylvania,Technology,Phones,358.2
6,2018,7,Standard Class,Consumer,Pennsylvania,Technology,Phones,545.92
3,2018,5,Standard Class,Consumer,Arkansas,Office Supplies,Binders,40.41
2,2018,3,Second Class,Corporate,California,Technology,Phones,167.98
2,2018,3,Second Class,Corporate,California,Technology,Accessories,109.53
2,2018,3,Second Class,Corporate,California,Office Supplies,Labels,9.82
11,2018,2,Second Class,Corporate,Washington,Office Supplies,Binders,26.35
11,2015,6,Standard Class,Corporate,Delaware,Office Supplies,Labels,22.5
11,2015,6,Standard Class,Corporate,Delaware,Office Supplies,Labels,9.96
11,2015,6,Standard Class,Corporate,Delaware,Office Supplies,Binders,213.08
11,2015,6,Standard Class,Corporate,Delaware,Furniture,Bookcases,1025.88
11,2015,3,Second Class,Corporate,Utah,Office Supplies,Paper,21.98
9,2017,0,Same Day,Corporate,California,Furniture,Furnishings,63.2
11,2017,7,Standard Class,Corporate,California,Office Supplies,Appliances,39
9,2017,5,Standard Class,Corporate,Ohio,Office Supplies,Binders,2.91
4,2017,5,Standard Class,Consumer,California,Furniture,Bookcases,556.67
9,2018,2,First Class,Consumer,Washington,Technology,Accessories,71.98
9,2018,2,First Class,Consumer,Washington,Technology,Accessories,79.98
8,2018,5,Standard Class,Corporate,New York,Office Supplies,Binders,24.67
8,2018,5,Standard Class,Corporate,New York,Office Supplies,Binders,3.74
2,2017,4,Standard Class,Consumer,California,Technology,Phones,445.96
2,2017,4,Standard Class,Consumer,California,Technology,Accessories,36.24
2,2017,4,Standard Class,Consumer,California,Office Supplies,Fasteners,10.65
12,2018,6,Standard Class,Corporate,California,Office Supplies,Paper,87.92
12,2018,6,Standard Class,Corporate,California,Office Supplies,Binders,22.42
12,2018,6,Standard Class,Corporate,California,Office Supplies,Binders,90.48
12,2018,6,Standard Class,Corporate,California,Office Supplies,Storage,42.76
9,2018,4,Standard Class,Consumer,New Mexico,Office Supplies,Binders,10.08
9,2018,4,Standard Class,Consumer,New Mexico,Technology,Accessories,101.34
9,2017,3,First Class,Consumer,Kansas,Technology,Phones,224.75
9,2018,5,Standard Class,Consumer,Illinois,Office Supplies,Appliances,73.18
9,2018,5,Standard Class,Consumer,Illinois,Office Supplies,Paper,20.74
9,2018,5,Standard Class,Consumer,Illinois,Technology,Phones,39.98
10,2015,2,Second Class,Corporate,Nebraska,Office Supplies,Binders,15.36
10,2016,3,First Class,Consumer,Texas,Office Supplies,Paper,36.29
10,2016,3,First Class,Consumer,Texas,Technology,Phones,150.38
3,2017,2,Second Class,Consumer,Pennsylvania,Technology,Phones,280.78
3,2017,2,Second Class,Consumer,Pennsylvania,Technology,Accessories,31.98
12,2017,4,Standard Class,Consumer,California,Office Supplies,Binders,11.23
11,2018,2,Second Class,Corporate,Kentucky,Office Supplies,Paper,26.4
1,2018,6,Standard Class,Consumer,Connecticut,Office Supplies,Art,3.52
12,2017,3,First Class,Consumer,California,Technology,Accessories,1649.95
12,2017,3,First Class,Consumer,California,Furniture,Furnishings,111.9
6,2017,0,Same Day,Home Office,California,Furniture,Bookcases,599.17
9,2017,2,First Class,Home Office,California,Office Supplies,Storage,46.53
9,2015,2,First Class,Consumer,Florida,Furniture,Furnishings,31.98
10,2018,4,Standard Class,Home Office,Ohio,Office Supplies,Appliances,161.57
10,2018,4,Standard Class,Home Office,Ohio,Office Supplies,Paper,4.06
10,2018,4,Standard Class,Home Office,Ohio,Office Supplies,Binders,6.22
4,2018,4,Standard Class,Consumer,Arizona,Office Supplies,Art,8.9
10,2016,5,Standard Class,Home Office,California,Office Supplies,Appliances,1640.7
10,2016,5,Standard Class,Home Office,California,Technology,Accessories,270
7,2015,3,First Class,Corporate,Florida,Furniture,Furnishings,19.52
7,2015,3,First Class,Corporate,Florida,Office Supplies,Binders,9.81
7,2015,3,First Class,Corporate,Florida,Furniture,Furnishings,213.22
4,2017,5,Standard Class,Consumer,New York,Office Supplies,Binders,588.78
11,2018,5,Second Class,Consumer,Florida,Office Supplies,Art,2.06
9,2018,4,Standard Class,Consumer,Arizona,Office Supplies,Paper,6.37
4,2016,6,Standard Class,Consumer,New York,Technology,Accessories,99.6
4,2016,6,Standard Class,Consumer,New York,Office Supplies,Binders,62.3
4,2016,6,Standard Class,Consumer,New York,Office Supplies,Art,10.71
7,2017,4,Standard Class,Home Office,Texas,Office Supplies,Envelopes,20.94
8,2017,5,Standard Class,Corporate,New York,Technology,Phones,33
8,2017,5,Standard Class,Corporate,New York,Technology,Accessories,249.95
9,2015,7,Standard Class,Home Office,Kansas,Office Supplies,Supplies,357.93
9,2015,7,Standard Class,Home Office,Kansas,Technology,Accessories,57.4
9,2015,7,Standard Class,Home Office,Kansas,Office Supplies,Binders,331.96
9,2015,7,Standard Class,Home Office,Kansas,Furniture,Furnishings,40.56
7,2017,7,Standard Class,Home Office,Nevada,Office Supplies,Supplies,86.2
5,2018,4,Standard Class,Corporate,Illinois,Office Supplies,Paper,38.02
4,2018,4,Standard Class,Corporate,Pennsylvania,Office Supplies,Storage,8.38
4,2018,4,Standard Class,Corporate,Pennsylvania,Office Supplies,Art,6.85
12,2018,4,Standard Class,Consumer,Washington,Office Supplies,Fasteners,19.6
12,2018,4,Standard Class,Consumer,Washington,Furniture,Furnishings,68.46
9,2018,2,Second Class,Consumer,California,Office Supplies,Binders,13.34
9,2018,2,Second Class,Consumer,California,Furniture,Tables,1478.27
3,2015,4,Standard Class,Corporate,North Carolina,Office Supplies,Storage,16.27
9,2018,6,Standard Class,Consumer,California,Furniture,Furnishings,9.24
1,2015,1,First Class,Consumer,Arizona,Office Supplies,Binders,32.34
1,2015,1,First Class,Consumer,Arizona,Office Supplies,Paper,56.06
1,2015,1,First Class,Consumer,Arizona,Office Supplies,Envelopes,108.72
1,2015,1,First Class,Consumer,Arizona,Furniture,Bookcases,181.47
2,2015,5,Second Class,Consumer,Texas,Office Supplies,Paper,16.18
6,2017,5,Standard Class,Consumer,California,Furniture,Chairs,122.35
9,2015,1,First Class,Home Office,California,Furniture,Chairs,585.55
9,2015,1,First Class,Home Office,California,Office Supplies,Paper,19.44
5,2017,5,Standard Class,Consumer,Ohio,Office Supplies,Appliances,123.92
12,2018,4,Standard Class,Consumer,Colorado,Furniture,Furnishings,13.36
12,2018,4,Standard Class,Consumer,Colorado,Office Supplies,Storage,78.26
12,2018,4,Standard Class,Consumer,Colorado,Furniture,Bookcases,102.02
12,2018,0,Same Day,Corporate,Nebraska,Office Supplies,Storage,750.68
6,2018,3,First Class,Home Office,Minnesota,Office Supplies,Labels,44.4
6,2018,3,First Class,Home Office,Minnesota,Office Supplies,Storage,84.55
6,2018,3,First Class,Home Office,Minnesota,Office Supplies,Paper,17.94
11,2017,4,Standard Class,Consumer,Delaware,Office Supplies,Binders,128.4
3,2015,4,Standard Class,Corporate,Florida,Office Supplies,Binders,1.87
10,2018,6,Standard Class,Corporate,California,Technology,Phones,103.19
10,2018,6,Standard Class,Corporate,California,Technology,Accessories,36
10,2018,6,Standard Class,Corporate,California,Technology,Accessories,239.96
10,2018,6,Standard Class,Corporate,California,Office Supplies,Storage,40.68
1,2018,5,Standard Class,Consumer,Florida,Furniture,Chairs,419.14
12,2015,5,Standard Class,Consumer,Florida,Office Supplies,Envelopes,23.47
10,2016,5,Standard Class,Home Office,Texas,Office Supplies,Binders,3.59
4,2018,3,Second Class,Corporate,Florida,Technology,Phones,23.98
4,2018,3,Second Class,Corporate,Florida,Office Supplies,Labels,6.26
4,2018,3,Second Class,Corporate,Florida,Office Supplies,Appliances,20.81
4,2018,3,Second Class,Corporate,Florida,Furniture,Chairs,218.35
1,2018,1,First Class,Consumer,Texas,Office Supplies,Storage,18.16
11,2015,0,Same Day,Home Office,California,Office Supplies,Supplies,7.36
11,2015,0,Same Day,Home Office,California,Office Supplies,Labels,41.4
11,2015,0,Same Day,Home Office,California,Furniture,Bookcases,411.33
9,2016,4,Standard Class,Corporate,Pennsylvania,Office Supplies,Binders,7.66
6,2018,4,Standard Class,Consumer,Ohio,Technology,Accessories,63.92
7,2018,3,Second Class,Consumer,New York,Office Supplies,Art,6.56
7,2018,3,Second Class,Consumer,New York,Office Supplies,Labels,7.83
7,2018,3,Second Class,Consumer,New York,Technology,Accessories,41.9
7,2018,3,Second Class,Consumer,New York,Furniture,Chairs,664.15
7,2018,3,Second Class,Consumer,New York,Office Supplies,Paper,8.96
11,2018,4,Standard Class,Corporate,Pennsylvania,Furniture,Furnishings,3.31
11,2018,4,Standard Class,Corporate,Pennsylvania,Office Supplies,Appliances,20.14
11,2018,4,Standard Class,Corporate,Pennsylvania,Office Supplies,Envelopes,8.86
11,2018,4,Standard Class,Corporate,Pennsylvania,Technology,Phones,859.2
10,2017,0,Same Day,Consumer,California,Office Supplies,Paper,61.96
4,2017,6,Standard Class,Consumer,Georgia,Office Supplies,Envelopes,17.92
10,2016,4,Standard Class,Consumer,California,Furniture,Furnishings,145.9
5,2018,5,Standard Class,Consumer,Illinois,Office Supplies,Paper,56.7
